"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Scallop0","Scallop1","Scallop2","Scallop3","Scallop4","Scallop5","Scallop6","Scallop7","Scallop8","Scallop9","Scallop10","Discount.Rate","Sea.Days"
"140",320000,"2-3 Years","August-October","Ear Hanging",411027.29,231144.14,404490.15,265323.48,265323.48,265323.48,265323.48,265323.48,265323.48,265323.48,265323.48,0,0,1519000,1519000,1519000,1519000,1519000,1519000,1519000,1519000,1519000,0.12,146
"141",330000,"2-3 Years","August-October","Ear Hanging",419339.38,235461.41,410632.55,270857.43,270857.43,270857.43,270857.43,270857.43,270857.43,270857.43,270857.43,0,0,1566467.2,1566467.2,1566467.2,1566467.2,1566467.2,1566467.2,1566467.2,1566467.2,1566467.2,0.12,152
"142",340000,"2-3 Years","August-October","Ear Hanging",420509.13,237872.01,414044.89,273661.33,273661.33,273661.33,273661.33,273661.33,273661.33,273661.33,273661.33,0,0,1613934.4,1613934.4,1613934.4,1613934.4,1613934.4,1613934.4,1613934.4,1613934.4,1613934.4,0.12,156
"143",350000,"2-3 Years","August-October","Ear Hanging",421060.08,241456.14,419454.15,278462.14,278462.14,278462.14,278462.14,278462.14,278462.14,278462.14,278462.14,0,0,1661407.8,1661407.8,1661407.8,1661407.8,1661407.8,1661407.8,1661407.8,1661407.8,1661407.8,0.12,162
"144",360000,"2-3 Years","August-October","Ear Hanging",421641.83,243278.74,422266.42,280676.32,280676.32,280676.32,280676.32,280676.32,280676.32,280676.32,280676.32,0,0,1708875,1708875,1708875,1708875,1708875,1708875,1708875,1708875,1708875,0.12,164
"145",370000,"2-3 Years","August-October","Ear Hanging",422223.58,246865.66,427678.48,285479.94,285479.94,285479.94,285479.94,285479.94,285479.94,285479.94,285479.94,0,0,1756342.2,1756342.2,1756342.2,1756342.2,1756342.2,1756342.2,1756342.2,1756342.2,1756342.2,0.12,170
"146",380000,"2-3 Years","August-October","Ear Hanging",430535.67,249418.61,431233.16,288426.18,288426.18,288426.18,288426.18,288426.18,288426.18,288426.18,288426.18,0,0,1803815.6,1803815.6,1803815.6,1803815.6,1803815.6,1803815.6,1803815.6,1803815.6,1803815.6,0.12,172
"147",390000,"2-3 Years","August-October","Ear Hanging",431968.61,253884.73,437512.34,294107.27,294107.27,294107.27,294107.27,294107.27,294107.27,294107.27,294107.27,0,0,1851282.8,1851282.8,1851282.8,1851282.8,1851282.8,1851282.8,1851282.8,1851282.8,1851282.8,0.12,181
"148",400000,"2-3 Years","August-October","Ear Hanging",432550.36,255707.34,441160.08,297146.56,297146.56,297146.56,297146.56,297146.56,297146.56,297146.56,297146.56,0,0,1898750,1898750,1898750,1898750,1898750,1898750,1898750,1898750,1898750,0.12,184
"149",410000,"2-3 Years","August-October","Ear Hanging",433602.58,258000.4,444454.89,299832.93,299832.93,299832.93,299832.93,299832.93,299832.93,299832.93,299832.93,0,0,1946217.2,1946217.2,1946217.2,1946217.2,1946217.2,1946217.2,1946217.2,1946217.2,1946217.2,0.12,187
"150",420000,"2-3 Years","August-October","Ear Hanging",434184.32,261587.33,449854.87,304634.82,304634.82,304634.82,304634.82,304634.82,304634.82,304634.82,304634.82,0,0,1993684.4,1993684.4,1993684.4,1993684.4,1993684.4,1993684.4,1993684.4,1993684.4,1993684.4,0.12,193
"151",430000,"2-3 Years","August-October","Ear Hanging",434766.07,263409.93,452679.21,306850.72,306850.72,306850.72,306850.72,306850.72,306850.72,306850.72,306850.72,0,0,2041157.8,2041157.8,2041157.8,2041157.8,2041157.8,2041157.8,2041157.8,2041157.8,2041157.8,0.12,195
"152",440000,"2-3 Years","August-October","Ear Hanging",443635.36,268312.4,459406.81,312969.87,312969.87,312969.87,312969.87,312969.87,312969.87,312969.87,312969.87,0,0,2088625,2088625,2088625,2088625,2088625,2088625,2088625,2088625,2088625,0.12,203
"153",450000,"2-3 Years","August-October","Ear Hanging",444217.11,270135,462219.08,315184.05,315184.05,315184.05,315184.05,315184.05,315184.05,315184.05,315184.05,0,0,2136092.2,2136092.2,2136092.2,2136092.2,2136092.2,2136092.2,2136092.2,2136092.2,2136092.2,0.12,205
"154",460000,"2-3 Years","August-October","Ear Hanging",444798.86,273721.92,467631.14,319987.66,319987.66,319987.66,319987.66,319987.66,319987.66,319987.66,319987.66,0,0,2183565.6,2183565.6,2183565.6,2183565.6,2183565.6,2183565.6,2183565.6,2183565.6,2183565.6,0.12,211
"155",470000,"2-3 Years","August-October","Ear Hanging",445380.61,275544.53,470455.48,322203.56,322203.56,322203.56,322203.56,322203.56,322203.56,322203.56,322203.56,0,0,2231032.8,2231032.8,2231032.8,2231032.8,2231032.8,2231032.8,2231032.8,2231032.8,2231032.8,0.12,213
"156",480000,"2-3 Years","August-October","Ear Hanging",445931.56,277364.33,474088.34,325238.34,325238.34,325238.34,325238.34,325238.34,325238.34,325238.34,325238.34,0,0,2278500,2278500,2278500,2278500,2278500,2278500,2278500,2278500,2278500,0.12,216
"157",490000,"2-3 Years","August-October","Ear Hanging",455125.65,282563.6,481112.74,331654.29,331654.29,331654.29,331654.29,331654.29,331654.29,331654.29,331654.29,0,0,2325967.2,2325967.2,2325967.2,2325967.2,2325967.2,2325967.2,2325967.2,2325967.2,2325967.2,0.12,225
"158",500000,"2-3 Years","August-October","Ear Hanging",455707.39,284386.2,483937.09,333870.19,333870.19,333870.19,333870.19,333870.19,333870.19,333870.19,333870.19,0,0,2373434.4,2373434.4,2373434.4,2373434.4,2373434.4,2373434.4,2373434.4,2373434.4,2373434.4,0.12,227
"159",510000,"2-3 Years","August-October","Ear Hanging",456759.61,288443.59,489819.61,339144.27,339144.27,339144.27,339144.27,339144.27,339144.27,339144.27,339144.27,0,0,2420907.8,2420907.8,2420907.8,2420907.8,2420907.8,2420907.8,2420907.8,2420907.8,2420907.8,0.12,234
"169",50000,"3-4 Years","August-October","Ear Hanging",359473.32,154399.56,284927.41,175669.88,172638.01,172638.01,172638.01,172638.01,172638.01,172638.01,172638.01,0,0,0,778112.08,778112.08,778112.08,778112.08,778112.08,778112.08,778112.08,778112.08,0.12,37
"170",60000,"3-4 Years","August-October","Ear Hanging",360085.87,156224.96,286401.77,178923.73,175283.41,175283.41,175283.41,175283.41,175283.41,175283.41,175283.41,0,0,0,933729.85,933729.85,933729.85,933729.85,933729.85,933729.85,933729.85,933729.85,0.12,40
"171",70000,"3-4 Years","August-October","Ear Hanging",360667.62,159811.89,290978.35,185278.08,181039.68,181039.68,181039.68,181039.68,181039.68,181039.68,181039.68,0,0,0,1089370.85,1089370.85,1089370.85,1089370.85,1089370.85,1089370.85,1089370.85,1089370.85,0.12,47
"172",80000,"3-4 Years","August-October","Ear Hanging",368979.71,162364.83,293886.12,189965.32,185118.47,185118.47,185118.47,185118.47,185118.47,185118.47,185118.47,0,0,0,1244988.62,1244988.62,1244988.62,1244988.62,1244988.62,1244988.62,1244988.62,1244988.62,0.12,50
"173",90000,"3-4 Years","August-October","Ear Hanging",369592.26,164190.24,295066.48,193748.56,188293.26,188293.26,188293.26,188293.26,188293.26,188293.26,188293.26,0,0,0,1400606.39,1400606.39,1400606.39,1400606.39,1400606.39,1400606.39,1400606.39,1400606.39,0.12,53
"174",100000,"3-4 Years","August-October","Ear Hanging",371056.01,168659.16,301465.99,201925.84,195872.46,195872.46,195872.46,195872.46,195872.46,195872.46,195872.46,0,0,0,1556224.16,1556224.16,1556224.16,1556224.16,1556224.16,1556224.16,1556224.16,1556224.16,0.12,65
"175",110000,"3-4 Years","August-October","Ear Hanging",372139.02,170955.03,304410.67,206650,199988.17,199988.17,199988.17,199988.17,199988.17,199988.17,199988.17,0,0,0,1711841.93,1711841.93,1711841.93,1711841.93,1711841.93,1711841.93,1711841.93,1711841.93,0.12,70
"176",120000,"3-4 Years","August-October","Ear Hanging",380451.11,175272.29,308729.83,212748.63,205478.36,205478.36,205478.36,205478.36,205478.36,205478.36,205478.36,0,0,0,1867482.93,1867482.93,1867482.93,1867482.93,1867482.93,1867482.93,1867482.93,1867482.93,0.12,76
"177",130000,"3-4 Years","August-October","Ear Hanging",381063.66,177097.7,310897.96,217517.93,209649.57,209649.57,209649.57,209649.57,209649.57,209649.57,209649.57,0,0,0,2023100.7,2023100.7,2023100.7,2023100.7,2023100.7,2023100.7,2023100.7,2023100.7,0.12,80
"178",140000,"3-4 Years","August-October","Ear Hanging",381645.41,180684.62,314486.77,222886.22,214409.42,214409.42,214409.42,214409.42,214409.42,214409.42,214409.42,0,0,0,2178718.47,2178718.47,2178718.47,2178718.47,2178718.47,2178718.47,2178718.47,2178718.47,0.12,86
"179",150000,"3-4 Years","August-October","Ear Hanging",390576.3,183828.37,317985.33,228164.26,219079.01,219079.01,219079.01,219079.01,219079.01,219079.01,219079.01,0,0,0,2334336.24,2334336.24,2334336.24,2334336.24,2334336.24,2334336.24,2334336.24,2334336.24,0.12,91
"180",160000,"3-4 Years","August-October","Ear Hanging",391158.04,185650.97,320444.67,232401.36,222718.03,222718.03,222718.03,222718.03,222718.03,222718.03,222718.03,0,0,0,2489977.24,2489977.24,2489977.24,2489977.24,2489977.24,2489977.24,2489977.24,2489977.24,0.12,95
"181",170000,"3-4 Years","August-October","Ear Hanging",391770.59,189240.69,324036.28,237772.46,227480.68,227480.68,227480.68,227480.68,227480.68,227480.68,227480.68,0,0,0,2645595.01,2645595.01,2645595.01,2645595.01,2645595.01,2645595.01,2645595.01,2645595.01,0.12,101
"182",180000,"3-4 Years","August-October","Ear Hanging",392352.34,191063.3,326213.7,242552.75,231652.52,231652.52,231652.52,231652.52,231652.52,231652.52,231652.52,0,0,0,2801212.78,2801212.78,2801212.78,2801212.78,2801212.78,2801212.78,2801212.78,2801212.78,0.12,105
"183",190000,"3-4 Years","August-October","Ear Hanging",400695.23,195383.36,331535.51,249654.04,238145.36,238145.36,238145.36,238145.36,238145.36,238145.36,238145.36,0,0,0,2956830.55,2956830.55,2956830.55,2956830.55,2956830.55,2956830.55,2956830.55,2956830.55,0.12,112
"184",200000,"3-4 Years","August-October","Ear Hanging",402158.98,198087.97,334523.91,254420.21,242313.45,242313.45,242313.45,242313.45,242313.45,242313.45,242313.45,0,0,0,3112448.32,3112448.32,3112448.32,3112448.32,3112448.32,3112448.32,3112448.32,3112448.32,0.12,119
"185",210000,"3-4 Years","August-October","Ear Hanging",403241.99,202148.16,339879.85,261555.63,248840.42,248840.42,248840.42,248840.42,248840.42,248840.42,248840.42,0,0,0,3268089.32,3268089.32,3268089.32,3268089.32,3268089.32,3268089.32,3268089.32,3268089.32,0.12,128
"186",220000,"3-4 Years","August-October","Ear Hanging",403823.74,203970.76,342057.26,266335.92,253012.26,253012.26,253012.26,253012.26,253012.26,253012.26,253012.26,0,0,0,3423707.09,3423707.09,3423707.09,3423707.09,3423707.09,3423707.09,3423707.09,3423707.09,0.12,132
"187",230000,"3-4 Years","August-October","Ear Hanging",412166.63,208290.82,346367.13,272423.55,258501.82,258501.82,258501.82,258501.82,258501.82,258501.82,258501.82,0,0,0,3579324.86,3579324.86,3579324.86,3579324.86,3579324.86,3579324.86,3579324.86,3579324.86,0.12,138
"188",240000,"3-4 Years","August-October","Ear Hanging",412748.38,210113.43,348544.55,276380.45,261850.27,261850.27,261850.27,261850.27,261850.27,261850.27,261850.27,0,0,0,3734942.63,3734942.63,3734942.63,3734942.63,3734942.63,3734942.63,3734942.63,3734942.63,0.12,141
"189",250000,"3-4 Years","August-October","Ear Hanging",413948.93,212526.83,350312.92,279928.3,264789.67,264789.67,264789.67,264789.67,264789.67,264789.67,264789.67,0,0,0,3890560.4,3890560.4,3890560.4,3890560.4,3890560.4,3890560.4,3890560.4,3890560.4,0.12,145
"190",260000,"3-4 Years","August-October","Ear Hanging",422261.02,216844.1,355913.84,288130.38,272393.67,272393.67,272393.67,272393.67,272393.67,272393.67,272393.67,0,0,0,4046201.4,4046201.4,4046201.4,4046201.4,4046201.4,4046201.4,4046201.4,4046201.4,0.12,154
"191",270000,"3-4 Years","August-October","Ear Hanging",422873.57,218669.5,358094.06,292090.08,275744.92,275744.92,275744.92,275744.92,275744.92,275744.92,275744.92,0,0,0,4201819.17,4201819.17,4201819.17,4201819.17,4201819.17,4201819.17,4201819.17,4201819.17,0.12,157
"192",280000,"3-4 Years","August-October","Ear Hanging",423455.32,222256.42,361682.87,297458.38,280504.77,280504.77,280504.77,280504.77,280504.77,280504.77,280504.77,0,0,0,4357436.94,4357436.94,4357436.94,4357436.94,4357436.94,4357436.94,4357436.94,4357436.94,0.12,163
"193",290000,"3-4 Years","August-October","Ear Hanging",424949.86,224963.83,365673.93,303227.2,285675.51,285675.51,285675.51,285675.51,285675.51,285675.51,285675.51,0,0,0,4513054.71,4513054.71,4513054.71,4513054.71,4513054.71,4513054.71,4513054.71,4513054.71,0.12,171
"194",300000,"3-4 Years","August-October","Ear Hanging",433261.95,229281.09,370992.94,310325.69,292165.56,292165.56,292165.56,292165.56,292165.56,292165.56,292165.56,0,0,0,4668695.71,4668695.71,4668695.71,4668695.71,4668695.71,4668695.71,4668695.71,4668695.71,0.12,178
"195",310000,"3-4 Years","August-October","Ear Hanging",434344.97,231576.96,372937.77,314873.4,296104.81,296104.81,296104.81,296104.81,296104.81,296104.81,296104.81,0,0,0,4824313.48,4824313.48,4824313.48,4824313.48,4824313.48,4824313.48,4824313.48,4824313.48,0.12,183
"196",320000,"3-4 Years","August-October","Ear Hanging",434926.72,233399.57,375103.11,318816.5,299449.83,299449.83,299449.83,299449.83,299449.83,299449.83,299449.83,0,0,0,4979931.25,4979931.25,4979931.25,4979931.25,4979931.25,4979931.25,4979931.25,4979931.25,0.12,186
"197",330000,"3-4 Years","August-October","Ear Hanging",435539.26,236989.29,379694.57,325187.45,305212.33,305212.33,305212.33,305212.33,305212.33,305212.33,305212.33,0,0,0,5135549.02,5135549.02,5135549.02,5135549.02,5135549.02,5135549.02,5135549.02,5135549.02,0.12,193
"198",340000,"3-4 Years","August-October","Ear Hanging",444439.35,240130.23,382190.48,329462.83,308879.27,308879.27,308879.27,308879.27,308879.27,308879.27,308879.27,0,0,0,5291166.79,5291166.79,5291166.79,5291166.79,5291166.79,5291166.79,5291166.79,5291166.79,0.12,197
"199",350000,"3-4 Years","August-October","Ear Hanging",445051.9,243719.96,386781.94,336657.17,315465.16,315465.16,315465.16,315465.16,315465.16,315465.16,315465.16,0,0,0,5446807.79,5446807.79,5446807.79,5446807.79,5446807.79,5446807.79,5446807.79,5446807.79,0.12,205
"200",360000,"3-4 Years","August-October","Ear Hanging",445633.65,245542.56,388241.42,339894.42,318104.33,318104.33,318104.33,318104.33,318104.33,318104.33,318104.33,0,0,0,5602425.56,5602425.56,5602425.56,5602425.56,5602425.56,5602425.56,5602425.56,5602425.56,0.12,208
"201",370000,"3-4 Years","August-October","Ear Hanging",453976.54,249862.63,393563.23,346995.71,324597.17,324597.17,324597.17,324597.17,324597.17,324597.17,324597.17,0,0,0,5758043.33,5758043.33,5758043.33,5758043.33,5758043.33,5758043.33,5758043.33,5758043.33,0.12,215
"202",380000,"3-4 Years","August-October","Ear Hanging",454558.29,251685.23,395740.65,350952.61,327945.62,327945.62,327945.62,327945.62,327945.62,327945.62,327945.62,0,0,0,5913661.1,5913661.1,5913661.1,5913661.1,5913661.1,5913661.1,5913661.1,5913661.1,0.12,218
"203",390000,"3-4 Years","August-October","Ear Hanging",456052.84,256156.96,401143.11,358956.22,335351.15,335351.15,335351.15,335351.15,335351.15,335351.15,335351.15,0,0,0,6069302.1,6069302.1,6069302.1,6069302.1,6069302.1,6069302.1,6069302.1,6069302.1,0.12,230
"204",400000,"3-4 Years","August-October","Ear Hanging",456634.59,257979.56,403320.53,362913.12,338699.61,338699.61,338699.61,338699.61,338699.61,338699.61,338699.61,0,0,0,6224919.87,6224919.87,6224919.87,6224919.87,6224919.87,6224919.87,6224919.87,6224919.87,0.12,233
"225",50000,"2-3 Years","February-April","Ear Hanging",351619.78,153658.02,293949.03,171117.16,171117.16,171117.16,171117.16,171117.16,171117.16,171117.16,171117.16,0,0,436563.4,436563.4,436563.4,436563.4,436563.4,436563.4,436563.4,436563.4,436563.4,0.12,36
"226",60000,"2-3 Years","February-April","Ear Hanging",359931.87,156210.96,297797.72,174357.4,174357.4,174357.4,174357.4,174357.4,174357.4,174357.4,174357.4,0,0,523873.7,523873.7,523873.7,523873.7,523873.7,523873.7,523873.7,523873.7,523873.7,0.12,39
"227",70000,"2-3 Years","February-April","Ear Hanging",360513.62,159797.89,304844.48,180806.08,180806.08,180806.08,180806.08,180806.08,180806.08,180806.08,180806.08,0,0,611195.9,611195.9,611195.9,611195.9,611195.9,611195.9,611195.9,611195.9,611195.9,0.12,47
"228",80000,"2-3 Years","February-April","Ear Hanging",361095.37,161620.49,308668.69,184021.84,184021.84,184021.84,184021.84,184021.84,184021.84,184021.84,184021.84,0,0,698506.2,698506.2,698506.2,698506.2,698506.2,698506.2,698506.2,698506.2,698506.2,0.12,50
"229",90000,"2-3 Years","February-April","Ear Hanging",361646.32,163440.3,312313.62,187058.33,187058.33,187058.33,187058.33,187058.33,187058.33,187058.33,187058.33,0,0,785816.5,785816.5,785816.5,785816.5,785816.5,785816.5,785816.5,785816.5,785816.5,0.12,53
"230",100000,"2-3 Years","February-April","Ear Hanging",363110.07,167909.22,319418.99,193565.61,193565.61,193565.61,193565.61,193565.61,193565.61,193565.61,193565.61,0,0,873126.8,873126.8,873126.8,873126.8,873126.8,873126.8,873126.8,873126.8,873126.8,0.12,63
"231",110000,"2-3 Years","February-April","Ear Hanging",371892.62,170932.63,324738,198276.17,198276.17,198276.17,198276.17,198276.17,198276.17,198276.17,198276.17,0,0,960449,960449,960449,960449,960449,960449,960449,960449,960449,0.12,68
"232",120000,"2-3 Years","February-April","Ear Hanging",372474.37,174519.55,330796.99,203726.71,203726.71,203726.71,203726.71,203726.71,203726.71,203726.71,203726.71,0,0,1047759.3,1047759.3,1047759.3,1047759.3,1047759.3,1047759.3,1047759.3,1047759.3,1047759.3,0.12,75
"233",130000,"2-3 Years","February-April","Ear Hanging",373025.32,176339.36,334606.31,206937.95,206937.95,206937.95,206937.95,206937.95,206937.95,206937.95,206937.95,0,0,1135069.6,1135069.6,1135069.6,1135069.6,1135069.6,1135069.6,1135069.6,1135069.6,1135069.6,0.12,78
"234",140000,"2-3 Years","February-April","Ear Hanging",373607.07,179926.28,340665.29,212388.49,212388.49,212388.49,212388.49,212388.49,212388.49,212388.49,212388.49,0,0,1222379.9,1222379.9,1222379.9,1222379.9,1222379.9,1222379.9,1222379.9,1222379.9,1222379.9,0.12,85
"235",150000,"2-3 Years","February-April","Ear Hanging",374776.81,182336.88,345077.5,216192.25,216192.25,216192.25,216192.25,216192.25,216192.25,216192.25,216192.25,0,0,1309702.1,1309702.1,1309702.1,1309702.1,1309702.1,1309702.1,1309702.1,1309702.1,1309702.1,0.12,90
"236",160000,"2-3 Years","February-April","Ear Hanging",375358.56,184159.49,350007.01,220523.68,220523.68,220523.68,220523.68,220523.68,220523.68,220523.68,220523.68,0,0,1397012.4,1397012.4,1397012.4,1397012.4,1397012.4,1397012.4,1397012.4,1397012.4,1397012.4,0.12,95
"237",170000,"2-3 Years","February-April","Ear Hanging",383670.65,188476.75,355972.95,225881.16,225881.16,225881.16,225881.16,225881.16,225881.16,225881.16,225881.16,0,0,1484322.7,1484322.7,1484322.7,1484322.7,1484322.7,1484322.7,1484322.7,1484322.7,1484322.7,0.12,101
"238",180000,"2-3 Years","February-April","Ear Hanging",384221.6,190296.56,360617.74,229917.51,229917.51,229917.51,229917.51,229917.51,229917.51,229917.51,229917.51,0,0,1571633,1571633,1571633,1571633,1571633,1571633,1571633,1571633,1571633,0.12,105
"239",190000,"2-3 Years","February-April","Ear Hanging",384803.35,193883.48,366853.19,235544.52,235544.52,235544.52,235544.52,235544.52,235544.52,235544.52,235544.52,0,0,1658955.2,1658955.2,1658955.2,1658955.2,1658955.2,1658955.2,1658955.2,1658955.2,1658955.2,0.12,112
"240",200000,"2-3 Years","February-April","Ear Hanging",386267.1,196588.08,370547.46,238640.7,238640.7,238640.7,238640.7,238640.7,238640.7,238640.7,238640.7,0,0,1746265.5,1746265.5,1746265.5,1746265.5,1746265.5,1746265.5,1746265.5,1746265.5,1746265.5,0.12,117
"241",210000,"2-3 Years","February-April","Ear Hanging",387319.31,200645.47,378370.76,245855.56,245855.56,245855.56,245855.56,245855.56,245855.56,245855.56,245855.56,0,0,1833575.8,1833575.8,1833575.8,1833575.8,1833575.8,1833575.8,1833575.8,1833575.8,1833575.8,0.12,127
"242",220000,"2-3 Years","February-April","Ear Hanging",395600.6,203195.62,382922.51,249798.85,249798.85,249798.85,249798.85,249798.85,249798.85,249798.85,249798.85,0,0,1920886.1,1920886.1,1920886.1,1920886.1,1920886.1,1920886.1,1920886.1,1920886.1,1920886.1,0.12,130
"243",230000,"2-3 Years","February-April","Ear Hanging",396182.35,206782.54,388969.41,255247.68,255247.68,255247.68,255247.68,255247.68,255247.68,255247.68,255247.68,0,0,2008208.3,2008208.3,2008208.3,2008208.3,2008208.3,2008208.3,2008208.3,2008208.3,2008208.3,0.12,137
"244",240000,"2-3 Years","February-April","Ear Hanging",396764.1,208605.15,392793.61,258463.43,258463.43,258463.43,258463.43,258463.43,258463.43,258463.43,258463.43,0,0,2095518.6,2095518.6,2095518.6,2095518.6,2095518.6,2095518.6,2095518.6,2095518.6,2095518.6,0.12,140
"245",250000,"2-3 Years","February-April","Ear Hanging",397933.85,211015.75,397029.35,262090.72,262090.72,262090.72,262090.72,262090.72,262090.72,262090.72,262090.72,0,0,2182828.9,2182828.9,2182828.9,2182828.9,2182828.9,2182828.9,2182828.9,2182828.9,2182828.9,0.12,145
"246",260000,"2-3 Years","February-April","Ear Hanging",398484.79,214599.87,403543.92,268007.21,268007.21,268007.21,268007.21,268007.21,268007.21,268007.21,268007.21,0,0,2270139.2,2270139.2,2270139.2,2270139.2,2270139.2,2270139.2,2270139.2,2270139.2,2270139.2,0.12,153
"247",270000,"2-3 Years","February-April","Ear Hanging",399066.54,216422.48,408191.52,272046.36,272046.36,272046.36,272046.36,272046.36,272046.36,272046.36,272046.36,0,0,2357449.5,2357449.5,2357449.5,2357449.5,2357449.5,2357449.5,2357449.5,2357449.5,2357449.5,0.12,157
"248",280000,"2-3 Years","February-April","Ear Hanging",407378.63,220739.74,414157.45,277403.84,277403.84,277403.84,277403.84,277403.84,277403.84,277403.84,277403.84,0,0,2444771.7,2444771.7,2444771.7,2444771.7,2444771.7,2444771.7,2444771.7,2444771.7,2444771.7,0.12,163
"249",290000,"2-3 Years","February-April","Ear Hanging",408842.38,223444.35,418851.57,281499.88,281499.88,281499.88,281499.88,281499.88,281499.88,281499.88,281499.88,0,0,2532082,2532082,2532082,2532082,2532082,2532082,2532082,2532082,2532082,0.12,169
"250",300000,"2-3 Years","February-April","Ear Hanging",409424.13,227031.27,425910.42,287950.28,287950.28,287950.28,287950.28,287950.28,287950.28,287950.28,287950.28,0,0,2619392.3,2619392.3,2619392.3,2619392.3,2619392.3,2619392.3,2619392.3,2619392.3,2619392.3,0.12,177
"251",310000,"2-3 Years","February-April","Ear Hanging",410445.54,229321.54,429496.43,290927.84,290927.84,290927.84,290927.84,290927.84,290927.84,290927.84,290927.84,0,0,2706702.6,2706702.6,2706702.6,2706702.6,2706702.6,2706702.6,2706702.6,2706702.6,2706702.6,0.12,181
"252",320000,"2-3 Years","February-April","Ear Hanging",411027.29,231144.14,434131.94,294965.27,294965.27,294965.27,294965.27,294965.27,294965.27,294965.27,294965.27,0,0,2794024.8,2794024.8,2794024.8,2794024.8,2794024.8,2794024.8,2794024.8,2794024.8,2794024.8,0.12,185
"253",330000,"2-3 Years","February-April","Ear Hanging",419339.38,235461.41,441097.73,301322.62,301322.62,301322.62,301322.62,301322.62,301322.62,301322.62,301322.62,0,0,2881335.1,2881335.1,2881335.1,2881335.1,2881335.1,2881335.1,2881335.1,2881335.1,2881335.1,0.12,192
"254",340000,"2-3 Years","February-April","Ear Hanging",420509.13,237872.01,445333.47,304949.91,304949.91,304949.91,304949.91,304949.91,304949.91,304949.91,304949.91,0,0,2968645.4,2968645.4,2968645.4,2968645.4,2968645.4,2968645.4,2968645.4,2968645.4,2968645.4,0.12,197
"255",350000,"2-3 Years","February-April","Ear Hanging",421060.08,241456.14,451566.12,310574.11,310574.11,310574.11,310574.11,310574.11,310574.11,310574.11,310574.11,0,0,3055955.7,3055955.7,3055955.7,3055955.7,3055955.7,3055955.7,3055955.7,3055955.7,3055955.7,0.12,204
"256",360000,"2-3 Years","February-April","Ear Hanging",421641.83,243278.74,455495.78,313905.68,313905.68,313905.68,313905.68,313905.68,313905.68,313905.68,313905.68,0,0,3143277.9,3143277.9,3143277.9,3143277.9,3143277.9,3143277.9,3143277.9,3143277.9,3143277.9,0.12,208
"257",370000,"2-3 Years","February-April","Ear Hanging",422223.58,246865.66,461731.23,319532.69,319532.69,319532.69,319532.69,319532.69,319532.69,319532.69,319532.69,0,0,3230588.2,3230588.2,3230588.2,3230588.2,3230588.2,3230588.2,3230588.2,3230588.2,3230588.2,0.12,215
"258",380000,"2-3 Years","February-April","Ear Hanging",430535.67,249418.61,466285.77,323478.78,323478.78,323478.78,323478.78,323478.78,323478.78,323478.78,323478.78,0,0,3317898.5,3317898.5,3317898.5,3317898.5,3317898.5,3317898.5,3317898.5,3317898.5,3317898.5,0.12,218
"259",390000,"2-3 Years","February-April","Ear Hanging",431968.61,253884.73,473211.88,329806.81,329806.81,329806.81,329806.81,329806.81,329806.81,329806.81,329806.81,0,0,3405208.8,3405208.8,3405208.8,3405208.8,3405208.8,3405208.8,3405208.8,3405208.8,3405208.8,0.12,228
"260",400000,"2-3 Years","February-April","Ear Hanging",432550.36,255707.34,477036.08,333022.56,333022.56,333022.56,333022.56,333022.56,333022.56,333022.56,333022.56,0,0,3492531,3492531,3492531,3492531,3492531,3492531,3492531,3492531,3492531,0.12,231
"281",50000,"3-4 Years","February-April","Ear Hanging",359473.32,154399.56,284927.41,175316.96,172285.08,172285.08,172285.08,172285.08,172285.08,172285.08,172285.08,0,0,0,936357,936357,936357,936357,936357,936357,936357,936357,0.12,37
"282",60000,"3-4 Years","February-April","Ear Hanging",360085.87,156224.96,286401.77,178570.8,174930.48,174930.48,174930.48,174930.48,174930.48,174930.48,174930.48,0,0,0,1123657.57,1123657.57,1123657.57,1123657.57,1123657.57,1123657.57,1123657.57,1123657.57,0.12,40
"283",70000,"3-4 Years","February-April","Ear Hanging",360667.62,159811.89,290978.35,184925.15,180686.75,180686.75,180686.75,180686.75,180686.75,180686.75,180686.75,0,0,0,1310928.97,1310928.97,1310928.97,1310928.97,1310928.97,1310928.97,1310928.97,1310928.97,0.12,47
"284",80000,"3-4 Years","February-April","Ear Hanging",368979.71,162364.83,293886.12,190435.79,185588.94,185588.94,185588.94,185588.94,185588.94,185588.94,185588.94,0,0,0,1498200.37,1498200.37,1498200.37,1498200.37,1498200.37,1498200.37,1498200.37,1498200.37,0.12,51
"285",90000,"3-4 Years","February-April","Ear Hanging",369592.26,164190.24,295066.48,193395.63,187940.33,187940.33,187940.33,187940.33,187940.33,187940.33,187940.33,0,0,0,1685471.77,1685471.77,1685471.77,1685471.77,1685471.77,1685471.77,1685471.77,1685471.77,0.12,53
"286",100000,"3-4 Years","February-April","Ear Hanging",371056.01,168659.16,301465.99,202043.37,195989.99,195989.99,195989.99,195989.99,195989.99,195989.99,195989.99,0,0,0,1872743.17,1872743.17,1872743.17,1872743.17,1872743.17,1872743.17,1872743.17,1872743.17,0.12,66
